Date,Timestamp,ISO8601,Speed (m/s),Cumulative Distance (meter),Since start (second)
08:54:38.677,1781164478.677,2026-06-11T08:54:38.677+0100,3.603,15510.781,4307.443
08:54:41.224,1781164481.224,2026-06-11T08:54:41.224+0100,3.691,15522.882,4309.990
08:54:43.770,1781164483.770,2026-06-11T08:54:43.770+0100,3.736,15533.353,4312.536
08:54:46.317,1781164486.317,2026-06-11T08:54:46.317+0100,3.721,15541.475,4315.083
08:54:48.863,1781164488.863,2026-06-11T08:54:48.863+0100,3.723,15552.315,4317.629
08:54:51.410,1781164491.410,2026-06-11T08:54:51.410+0100,3.730,15559.144,4320.176
08:54:53.956,1781164493.956,2026-06-11T08:54:53.956+0100,3.704,15569.077,4322.722
08:54:56.503,1781164496.503,2026-06-11T08:54:56.503+0100,3.656,15575.954,4325.269
08:54:59.049,1781164499.049,2026-06-11T08:54:59.049+0100,3.693,15587.919,4327.815
08:55:01.596,1781164501.596,2026-06-11T08:55:01.596+0100,3.645,15594.180,4330.362
08:55:04.142,1781164504.142,2026-06-11T08:55:04.142+0100,3.646,15604.660,4332.908
08:55:06.689,1781164506.689,2026-06-11T08:55:06.689+0100,3.659,15613.098,4335.455
08:55:09.235,1781164509.235,2026-06-11T08:55:09.235+0100,3.661,15624.072,4338.001
08:55:11.782,1781164511.782,2026-06-11T08:55:11.782+0100,3.662,15634.624,4340.548
08:55:14.328,1781164514.328,2026-06-11T08:55:14.328+0100,3.624,15641.074,4343.094
08:55:16.875,1781164516.875,2026-06-11T08:55:16.875+0100,3.662,15652.525,4345.641
08:55:19.421,1781164519.421,2026-06-11T08:55:19.421+0100,3.656,15660.477,4348.187
08:55:21.968,1781164521.968,2026-06-11T08:55:21.968+0100,3.670,15671.165,4350.734
08:55:24.515,1781164524.515,2026-06-11T08:55:24.515+0100,3.678,15678.338,4353.280
08:55:27.061,1781164527.061,2026-06-11T08:55:27.061+0100,3.660,15689.160,4355.827
08:55:29.608,1781164529.608,2026-06-11T08:55:29.608+0100,3.603,15695.481,4358.373
08:55:32.154,1781164532.154,2026-06-11T08:55:32.154+0100,3.605,15707.350,4360.920
08:55:34.701,1781164534.701,2026-06-11T08:55:34.701+0100,3.615,15714.869,4363.466
08:55:37.247,1781164537.247,2026-06-11T08:55:37.247+0100,3.586,15724.670,4366.013
08:55:39.794,1781164539.794,2026-06-11T08:55:39.794+0100,3.640,15736.386,4368.559
08:55:42.340,1781164542.340,2026-06-11T08:55:42.340+0100,3.595,15742.608,4371.106
08:55:44.887,1781164544.887,2026-06-11T08:55:44.887+0100,3.639,15754.243,4373.652
08:55:47.433,1781164547.433,2026-06-11T08:55:47.433+0100,3.598,15760.102,4376.199
08:55:49.980,1781164549.980,2026-06-11T08:55:49.980+0100,3.322,,4378.745
08:55:54.627,1781164554.627,2026-06-11T08:55:54.627+0100,,,4383.393
